PERMNO,date,TICKER,COMNAM,NAICS,CUSIP,PRC
10107,30.12.05,MSFT,MICROSOFT CORP,511210,59491810,26.15
10107,31.01.06,MSFT,MICROSOFT CORP,511210,59491810,28.15
