PERMNO,date,TICKER,COMNAM,NAICS,CUSIP,PRC
14593,30/04/2007,AAPL,APPLE INC,334111,3783310,99.8
14593,31/05/2007,AAPL,APPLE INC,334111,3783310,121.191
14593,29/06/2007,AAPL,APPLE INC,334111,3783310,122.04
14593,31/07/2007,AAPL,APPLE INC,334111,3783310,131.75999
14593,31/08/2007,AAPL,APPLE INC,334111,3783310,138.48
14593,28/09/2007,AAPL,APPLE INC,334111,3783310,153.47
14593,31/10/2007,AAPL,APPLE INC,334111,3783310,189.95
14593,30/11/2007,AAPL,APPLE INC,334111,3783310,182.22
14593,31/12/2007,AAPL,APPLE INC,334111,3783310,198.08
14593,31/01/2008,AAPL,APPLE INC,334111,3783310,135.36
14593,29/02/2008,AAPL,APPLE INC,334111,3783310,125.02
14593,31/03/2008,AAPL,APPLE INC,334111,3783310,143.5
14593,30/04/2008,AAPL,APPLE INC,334111,3783310,173.95
14593,30/05/2008,AAPL,APPLE INC,334111,3783310,188.75
14593,30/06/2008,AAPL,APPLE INC,334111,3783310,167.44
14593,31/07/2008,AAPL,APPLE INC,334111,3783310,158.95
14593,29/08/2008,AAPL,APPLE INC,334111,3783310,169.53
14593,30/09/2008,AAPL,APPLE INC,334111,3783310,113.66
14593,31/10/2008,AAPL,APPLE INC,334111,3783310,107.59
14593,28/11/2008,AAPL,APPLE INC,334111,3783310,92.67
14593,31/12/2008,AAPL,APPLE INC,334111,3783310,85.35
14593,30/01/2009,AAPL,APPLE INC,334111,3783310,90.13
14593,27/02/2009,AAPL,APPLE INC,334111,3783310,89.31
14593,31/03/2009,AAPL,APPLE INC,334111,3783310,105.12
14593,30/04/2009,AAPL,APPLE INC,334111,3783310,125.83
14593,29/05/2009,AAPL,APPLE INC,334111,3783310,135.81
14593,30/06/2009,AAPL,APPLE INC,334111,3783310,142.42999
14593,31/07/2009,AAPL,APPLE INC,334111,3783310,163.39
14593,31/08/2009,AAPL,APPLE INC,334111,3783310,168.21001
14593,30/09/2009,AAPL,APPLE INC,334111,3783310,185.35001
14593,30/10/2009,AAPL,APPLE INC,334111,3783310,188.5
14593,30/11/2009,AAPL,APPLE INC,334111,3783310,199.91
14593,31/12/2009,AAPL,APPLE INC,334111,3783310,210.73199
14593,29/01/2010,AAPL,APPLE INC,334111,3783310,192.063
14593,26/02/2010,AAPL,APPLE INC,334111,3783310,204.62
14593,31/03/2010,AAPL,APPLE INC,334111,3783310,235
14593,30/04/2010,AAPL,APPLE INC,334111,3783310,261.09
14593,28/05/2010,AAPL,APPLE INC,334111,3783310,256.88
14593,30/06/2010,AAPL,APPLE INC,334111,3783310,251.53
14593,30/07/2010,AAPL,APPLE INC,334111,3783310,257.25
14593,31/08/2010,AAPL,APPLE INC,334111,3783310,243.10001
14593,30/09/2010,AAPL,APPLE INC,334111,3783310,283.75
14593,29/10/2010,AAPL,APPLE INC,334111,3783310,300.98001
14593,30/11/2010,AAPL,APPLE INC,334111,3783310,311.14999
14593,31/12/2010,AAPL,APPLE INC,334111,3783310,322.56
14593,31/01/2011,AAPL,APPLE INC,334111,3783310,339.32001
14593,28/02/2011,AAPL,APPLE INC,334111,3783310,353.20999
14593,31/03/2011,AAPL,APPLE INC,334111,3783310,348.50751
14593,29/04/2011,AAPL,APPLE INC,334111,3783310,350.13
14593,31/05/2011,AAPL,APPLE INC,334111,3783310,347.82999
14593,30/06/2011,AAPL,APPLE INC,334111,3783310,335.67001
14593,29/07/2011,AAPL,APPLE INC,334111,3783310,390.48001
14593,31/08/2011,AAPL,APPLE INC,334111,3783310,384.82999
14593,30/09/2011,AAPL,APPLE INC,334111,3783310,381.32001
14593,31/10/2011,AAPL,APPLE INC,334111,3783310,404.78
14593,30/11/2011,AAPL,APPLE INC,334111,3783310,382.20001
14593,30/12/2011,AAPL,APPLE INC,334111,3783310,405
14593,31/01/2012,AAPL,APPLE INC,334111,3783310,456.48001
14593,29/02/2012,AAPL,APPLE INC,334111,3783310,542.44
14593,30/03/2012,AAPL,APPLE INC,334111,3783310,599.54999
14593,30/04/2012,AAPL,APPLE INC,334111,3783310,583.97998
14593,31/05/2012,AAPL,APPLE INC,334111,3783310,577.72998
14593,29/06/2012,AAPL,APPLE INC,334111,3783310,584
14593,31/07/2012,AAPL,APPLE INC,334111,3783310,610.76001
14593,31/08/2012,AAPL,APPLE INC,334111,3783310,665.23999
14593,28/09/2012,AAPL,APPLE INC,334111,3783310,667.10498
14593,31/10/2012,AAPL,APPLE INC,334111,3783310,595.32001
14593,30/11/2012,AAPL,APPLE INC,334111,3783310,585.28003
14593,31/12/2012,AAPL,APPLE INC,334111,3783310,532.17291
14593,31/01/2013,AAPL,APPLE INC,334111,3783310,455.48999
14593,28/02/2013,AAPL,APPLE INC,334111,3783310,441.39999
14593,28/03/2013,AAPL,APPLE INC,334111,3783310,442.66
14593,30/04/2013,AAPL,APPLE INC,334111,3783310,442.78
14593,31/05/2013,AAPL,APPLE INC,334111,3783310,449.73499
14593,28/06/2013,AAPL,APPLE INC,334111,3783310,396.53
14593,31/07/2013,AAPL,APPLE INC,334111,3783310,452.53
14593,30/08/2013,AAPL,APPLE INC,334111,3783310,487.216
14593,30/09/2013,AAPL,APPLE INC,334111,3783310,476.75
14593,31/10/2013,AAPL,APPLE INC,334111,3783310,522.70203
14593,29/11/2013,AAPL,APPLE INC,334111,3783310,556.07001
14593,31/12/2013,AAPL,APPLE INC,334111,3783310,561.02002
14593,31/01/2014,AAPL,APPLE INC,334111,3783310,500.60001
14593,28/02/2014,AAPL,APPLE INC,334111,3783310,526.23999
14593,31/03/2014,AAPL,APPLE INC,334111,3783310,536.73999
14593,30/04/2014,AAPL,APPLE INC,334111,3783310,590.09003
14593,30/05/2014,AAPL,APPLE INC,334111,3783310,633
14593,30/06/2014,AAPL,APPLE INC,334111,3783310,92.93
14593,31/07/2014,AAPL,APPLE INC,334111,3783310,95.6
14593,29/08/2014,AAPL,APPLE INC,334111,3783310,102.5
14593,30/09/2014,AAPL,APPLE INC,334111,3783310,100.75
14593,31/10/2014,AAPL,APPLE INC,334111,3783310,108
14593,28/11/2014,AAPL,APPLE INC,334111,3783310,118.93
14593,31/12/2014,AAPL,APPLE INC,334111,3783310,110.38
14593,30/01/2015,AAPL,APPLE INC,334111,3783310,117.16
14593,27/02/2015,AAPL,APPLE INC,334111,3783310,128.46001
14593,31/03/2015,AAPL,APPLE INC,334111,3783310,124.43
14593,30/04/2015,AAPL,APPLE INC,334111,3783310,125.15
14593,29/05/2015,AAPL,APPLE INC,334111,3783310,130.28
14593,30/06/2015,AAPL,APPLE INC,334111,3783310,125.425
14593,31/07/2015,AAPL,APPLE INC,334111,3783310,121.3
14593,31/08/2015,AAPL,APPLE INC,334111,3783310,112.76
14593,30/09/2015,AAPL,APPLE INC,334111,3783310,110.3
14593,30/10/2015,AAPL,APPLE INC,334111,3783310,119.5
14593,30/11/2015,AAPL,APPLE INC,334111,3783310,118.3
14593,31/12/2015,AAPL,APPLE INC,334111,3783310,105.26
14593,29/01/2016,AAPL,APPLE INC,334111,3783310,97.34
14593,29/02/2016,AAPL,APPLE INC,334111,3783310,96.69
14593,31/03/2016,AAPL,APPLE INC,334111,3783310,108.99
14593,29/04/2016,AAPL,APPLE INC,334111,3783310,93.74
14593,31/05/2016,AAPL,APPLE INC,334111,3783310,99.86
14593,30/06/2016,AAPL,APPLE INC,334111,3783310,95.6
14593,29/07/2016,AAPL,APPLE INC,334111,3783310,104.21
14593,31/08/2016,AAPL,APPLE INC,334111,3783310,106.1
14593,30/09/2016,AAPL,APPLE INC,334111,3783310,113.05
14593,31/10/2016,AAPL,APPLE INC,334111,3783310,113.54
14593,30/11/2016,AAPL,APPLE INC,334111,3783310,110.52
14593,30/12/2016,AAPL,APPLE INC,334111,3783310,115.82
17830,30/12/2005,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,55.91
17830,31/01/2006,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,58.37
17830,28/02/2006,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,58.5
17830,31/03/2006,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,57.97
17830,28/04/2006,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,62.81
17830,31/05/2006,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,62.52
17830,30/06/2006,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,63.42
17830,31/07/2006,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,62.19
17830,31/08/2006,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,62.71
17830,29/09/2006,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,63.35
17830,31/10/2006,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,65.72
17830,30/11/2006,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,64.53
17830,29/12/2006,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,62.52
17830,31/01/2007,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,68.02
17830,28/02/2007,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,65.64
17830,30/03/2007,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,65
17830,30/04/2007,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,67.13
17830,31/05/2007,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,70.55
17830,29/06/2007,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,70.93
17830,31/07/2007,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,72.97
17830,31/08/2007,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,74.63
17830,28/09/2007,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,80.48
17830,31/10/2007,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,76.59
17830,30/11/2007,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,74.77
17830,31/12/2007,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,76.54
17830,31/01/2008,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,73.27
17830,29/02/2008,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,70.51
17830,31/03/2008,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,68.82
17830,30/04/2008,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,72.47
17830,30/05/2008,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,71.04
17830,30/06/2008,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,61.7
17830,31/07/2008,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,63.98
17830,29/08/2008,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,65.59
17830,30/09/2008,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,60.06
17830,31/10/2008,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,54.96
17830,28/11/2008,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,48.53
17830,31/12/2008,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,53.6
17830,30/01/2009,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,47.99
17830,27/02/2009,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,40.83
17830,31/03/2009,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,42.98
17830,30/04/2009,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,48.84
17830,29/05/2009,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,52.61
17830,30/06/2009,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,51.96
17830,31/07/2009,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,54.47
17830,31/08/2009,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,59.36
17830,30/09/2009,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,60.93
17830,30/10/2009,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,61.45
17830,30/11/2009,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,67.24
17830,31/12/2009,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,69.41
17830,29/01/2010,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,67.48
17830,26/02/2010,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,68.65
17830,31/03/2010,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,73.61
17830,30/04/2010,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,74.95
17830,28/05/2010,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,67.38
17830,30/06/2010,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,64.91
17830,30/07/2010,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,71.1
17830,31/08/2010,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,65.21
17830,30/09/2010,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,71.23
17830,29/10/2010,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,74.77
17830,30/11/2010,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,75.27
17830,31/12/2010,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,78.72
17830,31/01/2011,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,81.3
17830,28/02/2011,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,83.54
17830,31/03/2011,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,84.65
17830,29/04/2011,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,89.58
17830,31/05/2011,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,87.77
17830,30/06/2011,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,88.51
17830,29/07/2011,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,82.84
17830,31/08/2011,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,74.25
17830,30/09/2011,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,70.36
17830,31/10/2011,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,77.98
17830,30/11/2011,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,76.6
17830,30/12/2011,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,73.09
17830,31/01/2012,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,78.35
17830,29/02/2012,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,83.87
17830,30/03/2012,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,82.94
17830,30/04/2012,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,81.64
17830,31/05/2012,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,74.11
17830,29/06/2012,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,75.53
17830,31/07/2012,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,74.44
17830,31/08/2012,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,79.85
17830,28/09/2012,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,78.29
17830,31/10/2012,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,78.16
17830,30/11/2012,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,80.11
17830,31/12/2012,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,82.01
17830,31/01/2013,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,87.57
17830,28/02/2013,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,90.55
17830,28/03/2013,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,93.43
17830,30/04/2013,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,91.29
17830,31/05/2013,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,94.9
17830,28/06/2013,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,92.94
17830,31/07/2013,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,105.57
17830,30/08/2013,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,100.1
17830,30/09/2013,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,107.82
17830,31/10/2013,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,106.25
17830,29/11/2013,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,110.86
17830,31/12/2013,UTX,UNITED TECHNOLOGIES CORP,336412,91301710,113.8
17830,31/01/2014,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,114.02
17830,28/02/2014,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,117.02
17830,31/03/2014,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,116.84
17830,30/04/2014,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,118.33
17830,30/05/2014,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,116.22
17830,30/06/2014,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,115.45
17830,31/07/2014,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,105.15
17830,29/08/2014,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,107.98
17830,30/09/2014,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,105.6
17830,31/10/2014,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,107
17830,28/11/2014,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,110.08
17830,31/12/2014,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,115
17830,30/01/2015,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,114.78
17830,27/02/2015,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,121.91
17830,31/03/2015,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,117.2
17830,30/04/2015,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,113.75
17830,29/05/2015,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,117.17
17830,30/06/2015,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,110.93
17830,31/07/2015,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,100.31
17830,31/08/2015,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,91.61
17830,30/09/2015,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,88.99
17830,30/10/2015,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,98.41
17830,30/11/2015,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,96.05
17830,31/12/2015,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,96.07
17830,29/01/2016,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,87.69
17830,29/02/2016,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,96.62
17830,31/03/2016,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,100.1
17830,29/04/2016,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,104.37
17830,31/05/2016,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,100.58
17830,30/06/2016,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,102.55
17830,29/07/2016,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,107.65
17830,31/08/2016,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,106.43
17830,30/09/2016,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,101.6
17830,31/10/2016,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,102.2
17830,30/11/2016,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,107.72
17830,30/12/2016,UTX,UNITED TECHNOLOGIES CORP,333415,91301710,109.62
18163,30/12/2005,PG,PROCTER & GAMBLE CO,325611,74271810,57.88
18163,31/01/2006,PG,PROCTER & GAMBLE CO,325611,74271810,59.23
18163,28/02/2006,PG,PROCTER & GAMBLE CO,325611,74271810,59.93
18163,31/03/2006,PG,PROCTER & GAMBLE CO,325611,74271810,57.63
18163,28/04/2006,PG,PROCTER & GAMBLE CO,325611,74271810,58.21
18163,31/05/2006,PG,PROCTER & GAMBLE CO,325611,74271810,54.25
18163,30/06/2006,PG,PROCTER & GAMBLE CO,325611,74271810,55.6
18163,31/07/2006,PG,PROCTER & GAMBLE CO,325611,74271810,56.2
18163,31/08/2006,PG,PROCTER & GAMBLE CO,325611,74271810,61.9
18163,29/09/2006,PG,PROCTER & GAMBLE CO,325611,74271810,61.98
18163,31/10/2006,PG,PROCTER & GAMBLE CO,325611,74271810,63.39
18163,30/11/2006,PG,PROCTER & GAMBLE CO,325611,74271810,62.79
18163,29/12/2006,PG,PROCTER & GAMBLE CO,325611,74271810,64.27
18163,31/01/2007,PG,PROCTER & GAMBLE CO,325611,74271810,64.87
18163,28/02/2007,PG,PROCTER & GAMBLE CO,325611,74271810,63.49
18163,30/03/2007,PG,PROCTER & GAMBLE CO,325611,74271810,63.16
18163,30/04/2007,PG,PROCTER & GAMBLE CO,325611,74271810,64.4
18163,31/05/2007,PG,PROCTER & GAMBLE CO,325611,74271810,63.55
18163,29/06/2007,PG,PROCTER & GAMBLE CO,325611,74271810,61.19
18163,31/07/2007,PG,PROCTER & GAMBLE CO,325611,74271810,61.86
18163,31/08/2007,PG,PROCTER & GAMBLE CO,325611,74271810,65.31
18163,28/09/2007,PG,PROCTER & GAMBLE CO,325611,74271810,70.34
18163,31/10/2007,PG,PROCTER & GAMBLE CO,325611,74271810,69.52
18163,30/11/2007,PG,PROCTER & GAMBLE CO,325611,74271810,74
18163,31/12/2007,PG,PROCTER & GAMBLE CO,325611,74271810,73.42
18163,31/01/2008,PG,PROCTER & GAMBLE CO,325611,74271810,65.42
18163,29/02/2008,PG,PROCTER & GAMBLE CO,325611,74271810,66.18
18163,31/03/2008,PG,PROCTER & GAMBLE CO,325611,74271810,70.07
18163,30/04/2008,PG,PROCTER & GAMBLE CO,325611,74271810,67.05
18163,30/05/2008,PG,PROCTER & GAMBLE CO,325611,74271810,66.05
18163,30/06/2008,PG,PROCTER & GAMBLE CO,325611,74271810,60.81
18163,31/07/2008,PG,PROCTER & GAMBLE CO,325611,74271810,65.48
18163,29/08/2008,PG,PROCTER & GAMBLE CO,325611,74271810,69.77
18163,30/09/2008,PG,PROCTER & GAMBLE CO,325611,74271810,69.69
18163,31/10/2008,PG,PROCTER & GAMBLE CO,325611,74271810,64.54
18163,28/11/2008,PG,PROCTER & GAMBLE CO,325611,74271810,64.35
18163,31/12/2008,PG,PROCTER & GAMBLE CO,325611,74271810,61.82
18163,30/01/2009,PG,PROCTER & GAMBLE CO,325611,74271810,54.5
18163,27/02/2009,PG,PROCTER & GAMBLE CO,325611,74271810,48.17
18163,31/03/2009,PG,PROCTER & GAMBLE CO,325611,74271810,47.09
18163,30/04/2009,PG,PROCTER & GAMBLE CO,325611,74271810,49.44
18163,29/05/2009,PG,PROCTER & GAMBLE CO,325611,74271810,51.94
18163,30/06/2009,PG,PROCTER & GAMBLE CO,325611,74271810,51.1
18163,31/07/2009,PG,PROCTER & GAMBLE CO,325611,74271810,55.51
18163,31/08/2009,PG,PROCTER & GAMBLE CO,325611,74271810,54.11
18163,30/09/2009,PG,PROCTER & GAMBLE CO,325611,74271810,57.92
18163,30/10/2009,PG,PROCTER & GAMBLE CO,325611,74271810,58
18163,30/11/2009,PG,PROCTER & GAMBLE CO,325611,74271810,62.35
18163,31/12/2009,PG,PROCTER & GAMBLE CO,325611,74271810,60.63
18163,29/01/2010,PG,PROCTER & GAMBLE CO,325611,74271810,61.55
18163,26/02/2010,PG,PROCTER & GAMBLE CO,325611,74271810,63.28
18163,31/03/2010,PG,PROCTER & GAMBLE CO,325611,74271810,63.27
18163,30/04/2010,PG,PROCTER & GAMBLE CO,325611,74271810,62.16
18163,28/05/2010,PG,PROCTER & GAMBLE CO,325611,74271810,61.09
18163,30/06/2010,PG,PROCTER & GAMBLE CO,325611,74271810,59.98
18163,30/07/2010,PG,PROCTER & GAMBLE CO,325611,74271810,61.16
18163,31/08/2010,PG,PROCTER & GAMBLE CO,325611,74271810,59.67
18163,30/09/2010,PG,PROCTER & GAMBLE CO,325611,74271810,59.97
18163,29/10/2010,PG,PROCTER & GAMBLE CO,325611,74271810,63.57
18163,30/11/2010,PG,PROCTER & GAMBLE CO,325611,74271810,61.07
18163,31/12/2010,PG,PROCTER & GAMBLE CO,325611,74271810,64.33
18163,31/01/2011,PG,PROCTER & GAMBLE CO,325611,74271810,63.13
18163,28/02/2011,PG,PROCTER & GAMBLE CO,325611,74271810,63.05
18163,31/03/2011,PG,PROCTER & GAMBLE CO,325611,74271810,61.6
18163,29/04/2011,PG,PROCTER & GAMBLE CO,325611,74271810,64.9
18163,31/05/2011,PG,PROCTER & GAMBLE CO,325611,74271810,67
18163,30/06/2011,PG,PROCTER & GAMBLE CO,325611,74271810,63.57
18163,29/07/2011,PG,PROCTER & GAMBLE CO,325611,74271810,61.49
18163,31/08/2011,PG,PROCTER & GAMBLE CO,424210,74271810,63.68
18163,30/09/2011,PG,PROCTER & GAMBLE CO,424210,74271810,63.18
18163,31/10/2011,PG,PROCTER & GAMBLE CO,424210,74271810,63.99
18163,30/11/2011,PG,PROCTER & GAMBLE CO,424210,74271810,64.57
18163,30/12/2011,PG,PROCTER & GAMBLE CO,424210,74271810,66.71
18163,31/01/2012,PG,PROCTER & GAMBLE CO,424210,74271810,63.04
18163,29/02/2012,PG,PROCTER & GAMBLE CO,424210,74271810,67.62
18163,30/03/2012,PG,PROCTER & GAMBLE CO,424210,74271810,67.21
18163,30/04/2012,PG,PROCTER & GAMBLE CO,424210,74271810,63.64
18163,31/05/2012,PG,PROCTER & GAMBLE CO,424210,74271810,62.29
18163,29/06/2012,PG,PROCTER & GAMBLE CO,424210,74271810,61.25
18163,31/07/2012,PG,PROCTER & GAMBLE CO,424210,74271810,64.54
18163,31/08/2012,PG,PROCTER & GAMBLE CO,424210,74271810,67.19
18163,28/09/2012,PG,PROCTER & GAMBLE CO,424210,74271810,69.36
18163,31/10/2012,PG,PROCTER & GAMBLE CO,424210,74271810,69.24
18163,30/11/2012,PG,PROCTER & GAMBLE CO,424210,74271810,69.83
18163,31/12/2012,PG,PROCTER & GAMBLE CO,424210,74271810,67.89
18163,31/01/2013,PG,PROCTER & GAMBLE CO,424210,74271810,75.16
18163,28/02/2013,PG,PROCTER & GAMBLE CO,424210,74271810,76.18
18163,28/03/2013,PG,PROCTER & GAMBLE CO,424210,74271810,77.06
18163,30/04/2013,PG,PROCTER & GAMBLE CO,424210,74271810,76.77
18163,31/05/2013,PG,PROCTER & GAMBLE CO,424210,74271810,76.76
18163,28/06/2013,PG,PROCTER & GAMBLE CO,424210,74271810,76.99
18163,31/07/2013,PG,PROCTER & GAMBLE CO,424210,74271810,80.3
18163,30/08/2013,PG,PROCTER & GAMBLE CO,424210,74271810,77.89
18163,30/09/2013,PG,PROCTER & GAMBLE CO,424210,74271810,75.59
18163,31/10/2013,PG,PROCTER & GAMBLE CO,424210,74271810,80.75
18163,29/11/2013,PG,PROCTER & GAMBLE CO,424210,74271810,84.22
18163,31/12/2013,PG,PROCTER & GAMBLE CO,424210,74271810,81.41
18163,31/01/2014,PG,PROCTER & GAMBLE CO,424210,74271810,76.62
18163,28/02/2014,PG,PROCTER & GAMBLE CO,424210,74271810,78.66
18163,31/03/2014,PG,PROCTER & GAMBLE CO,424210,74271810,80.6
18163,30/04/2014,PG,PROCTER & GAMBLE CO,424210,74271810,82.55
18163,30/05/2014,PG,PROCTER & GAMBLE CO,424210,74271810,80.79
18163,30/06/2014,PG,PROCTER & GAMBLE CO,424210,74271810,78.59
18163,31/07/2014,PG,PROCTER & GAMBLE CO,424210,74271810,77.32
18163,29/08/2014,PG,PROCTER & GAMBLE CO,424210,74271810,83.11
18163,30/09/2014,PG,PROCTER & GAMBLE CO,424210,74271810,83.74
18163,31/10/2014,PG,PROCTER & GAMBLE CO,424210,74271810,87.27
18163,28/11/2014,PG,PROCTER & GAMBLE CO,424210,74271810,90.43
18163,31/12/2014,PG,PROCTER & GAMBLE CO,424210,74271810,91.09
18163,30/01/2015,PG,PROCTER & GAMBLE CO,424210,74271810,84.29
18163,27/02/2015,PG,PROCTER & GAMBLE CO,424210,74271810,85.13
18163,31/03/2015,PG,PROCTER & GAMBLE CO,424210,74271810,81.94
