PERMNO,date,TICKER,COMNAM,NAICS,CUSIP,PRC
10107,30/12/2011,MSFT,MICROSOFT CORP,511210,59491810,25.96
10107,31/01/2012,MSFT,MICROSOFT CORP,511210,59491810,29.53
10107,29/02/2012,MSFT,MICROSOFT CORP,511210,59491810,31.74
10107,30/03/2012,MSFT,MICROSOFT CORP,511210,59491810,32.255
10107,30/04/2012,MSFT,MICROSOFT CORP,511210,59491810,32.015
10107,31/05/2012,MSFT,MICROSOFT CORP,511210,59491810,29.19
10107,29/06/2012,MSFT,MICROSOFT CORP,511210,59491810,30.59
10107,31/07/2012,MSFT,MICROSOFT CORP,511210,59491810,29.47
10107,31/08/2012,MSFT,MICROSOFT CORP,511210,59491810,30.82
10107,28/09/2012,MSFT,MICROSOFT CORP,511210,59491810,29.76
10107,31/10/2012,MSFT,MICROSOFT CORP,511210,59491810,28.54
10107,30/11/2012,MSFT,MICROSOFT CORP,511210,59491810,26.615
10107,31/12/2012,MSFT,MICROSOFT CORP,511210,59491810,26.7097
10107,31/01/2013,MSFT,MICROSOFT CORP,511210,59491810,27.45
10107,28/02/2013,MSFT,MICROSOFT CORP,511210,59491810,27.8
10107,28/03/2013,MSFT,MICROSOFT CORP,511210,59491810,28.605
10107,30/04/2013,MSFT,MICROSOFT CORP,511210,59491810,33.1
10107,31/05/2013,MSFT,MICROSOFT CORP,511210,59491810,34.9
10107,28/06/2013,MSFT,MICROSOFT CORP,511210,59491810,34.545
10107,31/07/2013,MSFT,MICROSOFT CORP,511210,59491810,31.84
10107,30/08/2013,MSFT,MICROSOFT CORP,511210,59491810,33.4
10107,30/09/2013,MSFT,MICROSOFT CORP,511210,59491810,33.28
10107,31/10/2013,MSFT,MICROSOFT CORP,511210,59491810,35.405
10107,29/11/2013,MSFT,MICROSOFT CORP,511210,59491810,38.13
10107,31/12/2013,MSFT,MICROSOFT CORP,511210,59491810,37.41
10107,31/01/2014,MSFT,MICROSOFT CORP,511210,59491810,37.84
10107,28/02/2014,MSFT,MICROSOFT CORP,511210,59491810,38.31
10107,31/03/2014,MSFT,MICROSOFT CORP,511210,59491810,40.99
10107,30/04/2014,MSFT,MICROSOFT CORP,511210,59491810,40.4
10107,30/05/2014,MSFT,MICROSOFT CORP,511210,59491810,40.94
10107,30/06/2014,MSFT,MICROSOFT CORP,511210,59491810,41.7
10107,31/07/2014,MSFT,MICROSOFT CORP,511210,59491810,43.16
10107,29/08/2014,MSFT,MICROSOFT CORP,511210,59491810,45.43
